ID	iBAQ.B_bacteriovorus_WCE1_TR01	iBAQ.B_bacteriovorus_WCE1_TR02	iBAQ.B_bacteriovorus_WCE2_TR01	iBAQ.B_bacteriovorus_WCE2_TR02	PFAM_DNA_binding.x	Nuc_vs_Top_ratio	Final_Localization
CAE80435.1	336660000	336800000	321930000	329320000	0	-0.578	Periplasmic
CAE80437.1	6969000	7437600	7656200	7472600	0	1.75	Extracellular
CAE80441.1	61388	72557	0	0	0	3.83	Outer Membrane
CAE80442.1	NA	NA	NA	NA	0	NA	Unknown
CAE80443.1	30572000	29727000	29903000	34331000	0	2.31	Unknown
CAE80444.1	720870	695560	0	0	NA	NA	Unknown
CAE80445.1	21838000	27233000	27434000	25941000	0	-2.88	Unknown
CAE80447.1	5016200	5750900	4839100	5350900	0	-2.78	Cytoplasmic
CAE80455.1	6021200	7481800	7827600	8303900	0	-3.21	Cytoplasmic
CAE80460.1	4259200	4336500	5388500	5483000	0	-3.41	Unknown
CAE80461.1	2027900	1887900	2503700	2189000	0	-0.534	Cytoplasmic
CAE80462.1	4369500	4653400	4739200	5431700	0	-1.06	Cytoplasmic
CAE80463.1	91177000	79821000	83865000	76080000	0	-0.864	Cytoplasmic Membrane
CAE80464.1	517870000	548350000	611780000	661600000	1	-1.35	Cytoplasmic
CAE80465.1	203580000	218900000	231300000	244330000	0	4.99	Cytoplasmic Membrane
CAE80466.1	303250000	332850000	350410000	3.22E+08	0	3.23	Unknown
CAE80467.1	28959000	28722000	32467000	31557000	0	-0.466	Unknown
CAE80471.1	31908000	34140000	35549000	36702000	1	0.651	Cytoplasmic
CAE80472.1	3126800	3306000	3333100	2220700	0	-0.207	Cytoplasmic
CAE80473.1	1676000	323540	444360	1445300	NA	NA	NA
CAE80475.1	58612000	60741000	76475000	79213000	0	2.35	Cytoplasmic
CAE80476.1	49935000	38049000	32863000	51784000	0	0.413	NA
CAE80478.1	301500000	332980000	304860000	310140000	0	0.757	Unknown
CAE80479.1	43935000	42558000	40458000	40509000	0	-1.94	Cytoplasmic
CAE80482.1	6856500	6956100	10039000	8658800	0	0.258	Cytoplasmic
CAE80483.1	182930	545370	655390	189950	0	NA	Unknown
CAE80485.1	NA	NA	NA	NA	0	NA	Cytoplasmic Membrane
CAE80486.1	4498500	5842200	9074900	5032700	0	0.428	Cytoplasmic Membrane
CAE80487.1	38225000	31902000	37767000	72961000	0	-2.67	Cytoplasmic
CAE80488.1	119940000	121940000	126320000	135980000	0	-0.945	NA
CAE80490.1	600540	873640	411460	392710	0	-0.211	Unknown
CAE80491.1	61529000	57845000	72709000	66430000	0	-0.239	Cytoplasmic
CAE80492.1	31815000	42551000	33979000	37315000	0	-3.17	Cytoplasmic
CAE80495.1	103720000	102460000	110630000	99153000	0	-1.38	NA
CAE80496.1	1.71E+09	1.63E+09	2011500000	2047200000	0	-0.746	Cytoplasmic
CAE80497.1	9847100	9884300	9621800	11149000	0	-1.57	Cytoplasmic
CAE80498.1	144990000	157900000	150430000	138470000	0	-1.34	Cytoplasmic
CAE80499.1	17931000	20307000	19217000	20763000	0	-1.15	Cytoplasmic
CAE80501.1	2836600	2746900	3575500	3367000	0	-0.704	NA
CAE80502.1	6258300	5577400	6009800	6863700	0	1.22	NA
CAE80503.1	7916400	7978400	6955000	9695200	1	0.891	Cytoplasmic
CAE80504.1	14493000	13377000	15439000	15170000	1	-2.11	Cytoplasmic
CAE80506.1	176020	1511600	855270	823720	NA	NA	Unknown
CAE80507.1	2471000	2965400	3006600	5268000	0	-3.08	Cytoplasmic
CAE80508.1	38870000	42330000	45164000	45013000	0	5.7	Cytoplasmic
CAE80509.1	16965000	17406000	15749000	20450000	0	-1.42	Cytoplasmic
CAE80511.1	18888000	16964000	15689000	19241000	0	2.75	Cytoplasmic
CAE80513.1	827300000	870330000	819430000	873710000	0	-1.69	NA
CAE80514.1	245640000	233220000	242150000	238020000	0	1.8	NA
CAE80515.1	41383000	42015000	42373000	56620000	0	1.87	NA
CAE80516.1	347640000	328420000	361750000	352090000	0	2.27	NA
CAE80517.1	81406000	92576000	94340000	91232000	0	-1.68	Cytoplasmic
CAE80518.1	139810000	147280000	166780000	177210000	0	0.727	Cytoplasmic
CAE80519.1	329340000	344220000	361380000	350890000	0	0.891	Cytoplasmic
CAE80520.1	154620000	174540000	228710000	235580000	0	0.746	Cytoplasmic
CAE80522.1	357260	44772	67005	920470	0	1.28	Extracellular
CAE80524.1	NA	NA	NA	NA	0	0.00866	NA
CAE80525.1	74366000	65021000	78340000	81353000	0	-0.678	NA
CAE80526.1	33524000	34058000	35572000	37004000	0	-0.391	Cytoplasmic
CAE80528.1	10605000	11020000	12753000	11374000	0	0.292	Extracellular
CAE80531.1	NA	NA	NA	NA	0	NA	Cytoplasmic
CAE80533.1	80177000	82376000	100120000	87790000	0	0.325	Cytoplasmic
CAE80535.1	24066000	23589000	23297000	22952000	1	2.85	Cytoplasmic Membrane
CAE80536.1	543930	487600	536240	831870	0	4.13	Cytoplasmic Membrane
CAE80537.1	71035000	77053000	80937000	84536000	0	-1.89	Unknown
CAE80538.1	129880000	131320000	142580000	149740000	0	-1.44	NA
CAE80539.1	66692000	63637000	82853000	85665000	0	-1.3	Cytoplasmic
CAE80540.1	350540000	410130000	517140000	510290000	0	3.75	Unknown
CAE80542.1	23498000	25546000	27260000	27193000	0	-1.76	Cytoplasmic
CAE80543.1	31037000	32535000	33862000	33884000	0	-0.199	Cytoplasmic
CAE80544.1	27826000	24452000	24947000	31064000	0	-2.36	Cytoplasmic
CAE80545.1	2186500	4559900	2967000	2949600	0	3.9	Cytoplasmic Membrane
CAE80546.1	20395000	24638000	22238000	25660000	1	0.423	NA
CAE80547.1	62071000	77038000	77525000	75878000	0	-2.18	Cytoplasmic
CAE80548.1	39709000	41939000	40931000	44310000	0	-2.54	Unknown
CAE80549.1	35148000	37751000	37200000	39754000	0	-2.99	Unknown
CAE80550.1	26624000	27273000	30267000	35335000	0	0.358	NA
CAE80551.1	2332100	3638600	2391900	3247800	0	-1.72	Unknown
CAE80552.1	60886000	59488000	66487000	69961000	0	-0.668	NA
CAE80553.1	134040000	193230000	138330000	195040000	0	3.81	Periplasmic
CAE80561.1	NA	NA	NA	NA	0	3.79	NA
CAE80564.1	3533300	4933800	4642000	4213700	0	-0.0955	Periplasmic
CAE80565.1	24046000	21769000	26944000	22937000	0	2.15	Unknown
CAE80567.1	406370000	435080000	434830000	434590000	0	-1.54	NA
CAE80568.1	1192900	330500	1559700	1410800	NA	NA	Cytoplasmic
CAE80573.1	1810400	1450600	2221500	2041900	0	-1.77	Unknown
CAE80574.1	8855200	12283000	13014000	15061000	0	0.878	Unknown
CAE80575.1	9464500	9406100	10707000	11567000	0	-0.0626	NA
CAE80576.1	7188100	7544700	7609500	7920900	1	4.79	Cytoplasmic Membrane
CAE80577.1	9027200	9721600	12015000	12817000	1	5.99	Cytoplasmic Membrane
CAE80578.1	5826800	5246500	8604600	7149200	0	-0.247	Cytoplasmic
CAE80579.1	8329600	9340900	10922000	12080000	0	0.121	Cytoplasmic
CAE80580.1	65181000	60934000	72489000	69236000	1	-1.42	NA
CAE80581.1	3368000	4306400	1750500	3670700	0	0.273	Cytoplasmic Membrane
CAE80582.1	90828000	91137000	98246000	101390000	0	-1.75	Unknown
CAE80583.1	85845000	95020000	102880000	105510000	0	2.89	Periplasmic
CAE80584.1	620120000	626930000	669070000	659670000	0	-0.758	Unknown
CAE80590.1	484910	562190	650800	598580	0	0.412	Unknown
CAE80592.1	NA	NA	NA	NA	0	-1.63	Unknown
CAE80595.1	1312000	1414200	1547600	1904800	0	1.77	Cytoplasmic Membrane
CAE80596.1	27315000	16873000	31589000	25130000	0	-2.34	Cytoplasmic
CAE80597.1	1227400	1687600	1195800	1726600	NA	NA	Unknown
CAE80598.1	1580600	1808900	1927100	1197700	0	-2.15	Unknown
CAE80600.1	23612000	28372000	27063000	23102000	0	-2.17	Unknown
CAE80607.1	23161000	2.10E+07	29827000	30460000	0	0.121	NA
CAE80608.1	NA	NA	NA	NA	0	2.43	Cytoplasmic Membrane
CAE80610.1	25958000	27693000	30427000	33487000	0	-0.534	NA
CAE80611.1	3002600	3149100	3866500	2315600	0	-1.15	Cytoplasmic
CAE80612.1	34748000	33649000	41231000	41953000	0	-1.88	Cytoplasmic
CAE80613.1	126240000	136330000	150040000	163190000	0	-0.614	NA
CAE80615.1	3749400	4147200	2640600	4448600	0	5.36	NA
CAE80616.1	15629000	15426000	17458000	18015000	0	-1.31	Cytoplasmic
CAE80618.1	5261200	4156200	5247800	3669700	0	1.23	Unknown
CAE80620.1	311260	412570	421520	593630	0	3.15	NA
CAE80622.1	832270	2593700	44033000	50621000	0	-2.08	Cytoplasmic
CAE80623.1	10361000	8987800	9788000	9222200	0	-1.46	NA
CAE80625.1	NA	NA	NA	NA	0	-2.89	Cytoplasmic
CAE80627.1	5211000	5141200	5168600	6993000	0	1.24	Unknown
CAE80629.1	4357600	1214600	3966700	4463700	0	-1.97	Cytoplasmic
CAE80630.1	4781800	4238600	3446300	6233000	1	7.58	Cytoplasmic Membrane
CAE80633.1	70936000	64755000	73438000	71981000	0	-1.66	Cytoplasmic
CAE80637.1	35069000	38715000	44270000	44629000	0	-1.3	Cytoplasmic
CAE80638.1	4305500	3799000	5131200	5174500	0	-0.596	Unknown
CAE80639.1	1613300	1688100	1845400	1950600	0	4.84	Cytoplasmic Membrane
CAE80644.1	73732000	84071000	86181000	94134000	1	2.05	Cytoplasmic
CAE80645.1	90855000	94275000	104730000	105520000	1	2.37	Cytoplasmic
CAE80646.1	5539800	3396000	5784500	6246100	0	0.528	NA
CAE80647.1	3128200	3020500	3697100	3813400	0	5.24	NA
CAE80648.1	231490	203960	251100	259990	0	2.85	Cytoplasmic Membrane
CAE80649.1	2307200	2600900	1480300	2717400	0	5.46	Extracellular
CAE80650.1	36422000	34342000	35142000	37224000	0	2.91	Unknown
CAE80651.1	13944000	12589000	15653000	18201000	0	1.24	Unknown
CAE80652.1	276190000	281370000	285190000	271520000	0	3.02	NA
CAE80653.1	4142200	3982700	4908500	16628000	0	5.89	Unknown
CAE80654.1	4928500	4433600	3898000	3561500	0	5.21	Cytoplasmic Membrane
CAE80656.1	4458800	4933800	5195400	5333600	0	-1.12	Unknown
CAE80657.1	1684600	1807300	1783400	2169000	0	-1.17	Unknown
CAE80658.1	931980	3266900	2726300	611360	NA	NA	Unknown
CAE80659.1	103250000	97553000	114730000	118980000	1	-1.25	Cytoplasmic
CAE80660.1	35632000	37443000	41350000	41251000	0	-2.81	Cytoplasmic
CAE80664.1	2124100	8158500	2315700	2408700	0	3.14	Cytoplasmic Membrane
CAE80665.1	24608000	26980000	28961000	30208000	0	-3.57	Unknown
CAE80666.1	19427000	15911000	27738000	18691000	0	-4.03	Unknown
CAE80667.1	6794100	7537300	8654100	6443200	0	0.21	Unknown
CAE80668.1	40037000	39013000	42437000	46606000	0	-1.56	Cytoplasmic
CAE80670.1	42719000	46534000	50198000	52010000	0	-1.29	Cytoplasmic
CAE80671.1	53030000	62081000	61322000	67211000	1	-1	NA
CAE80672.1	3117300	3322800	3629800	3855800	0	7.24	Cytoplasmic Membrane
CAE80673.1	10488000	11815000	11318000	11058000	0	-2.82	Cytoplasmic
CAE80674.1	24422000	24805000	23836000	25568000	0	-1.84	Cytoplasmic
CAE80678.1	18522000	17643000	19195000	17778000	0	-2.57	Cytoplasmic
CAE80681.1	NA	NA	NA	NA	0	2.06	Cytoplasmic
CAE80684.1	745260	358720	1060400	918390	0	-1.14	Unknown
CAE80688.1	2258900	4083300	3710800	3484600	0	0.866	Cytoplasmic
CAE80690.1	2862700	2520200	2237900	2666900	1	7.08	Cytoplasmic Membrane
CAE80691.1	24404000	24336000	26016000	29069000	0	0.00361	Cytoplasmic
CAE80693.1	439420000	480280000	461940000	476080000	0	0.932	Cytoplasmic Membrane
CAE80694.1	1088400	733790	235120	277030	1	3.91	NA
CAE80697.1	46953000	48869000	47305000	49508000	0	-2.27	Cytoplasmic
CAE80698.1	2628300	3017600	2698000	3313900	0	-1.33	Unknown
CAE80699.1	4896500	1101300	6023900	1333700	NA	NA	Cytoplasmic
CAE80702.1	11321000	12390000	13150000	14233000	0	-1.14	Cytoplasmic
CAE80710.1	NA	NA	NA	NA	0	2.72	NA
CAE80717.1	12354000	15514000	18807000	18197000	0	-1.38	NA
CAE80719.1	6124600	8455800	12085000	4041400	0	-2.73	Unknown
CAE80720.1	2807100	2951800	3594200	3433700	0	-0.496	Cytoplasmic Membrane
CAE80721.1	30983000	34826000	36507000	34990000	0	0.00516	Cytoplasmic
CAE80723.1	35852000	29443000	38481000	41354000	0	1.45	Cytoplasmic Membrane
CAE80724.1	405910000	434070000	393510000	372770000	0	1.72	Cytoplasmic
CAE80725.1	690880000	696680000	725280000	796320000	1	4.01	Cytoplasmic
CAE80726.1	501130000	537960000	574820000	595190000	0	-0.339	Cytoplasmic
CAE80727.1	315960000	324650000	341310000	336210000	0	-0.135	Periplasmic
CAE80728.1	504760000	540510000	587900000	560780000	0	0.246	Cytoplasmic
CAE80729.1	158390000	154380000	173170000	162130000	1	-2.19	Cytoplasmic
CAE80730.1	52382000	50236000	55886000	56033000	0	4.49	Cytoplasmic Membrane
CAE80731.1	758370000	835280000	911520000	842430000	0	0.325	Cytoplasmic
CAE80732.1	292960000	362560000	420690000	418950000	0	-0.522	Cytoplasmic
CAE80733.1	397920000	407810000	449730000	448880000	0	-0.315	Cytoplasmic
CAE80734.1	635850000	634010000	615290000	741620000	0	0.867	Cytoplasmic
CAE80735.1	980320000	958380000	1080600000	1097500000	0	-0.764	Cytoplasmic
CAE80736.1	1315900000	1284700000	1458700000	1347400000	0	-0.0636	Cytoplasmic
CAE80737.1	867640000	825890000	830730000	855690000	0	0.0402	Cytoplasmic
CAE80738.1	443470000	493430000	498850000	442650000	0	0.196	Cytoplasmic
CAE80739.1	497280000	494620000	606440000	608490000	0	-0.946	Cytoplasmic
CAE80740.1	649120000	662400000	763630000	672030000	0	-1.34	Unknown
CAE80741.1	650560000	519420000	541730000	664750000	0	0.000592	Cytoplasmic
CAE80742.1	581940000	550860000	629080000	612290000	0	-0.0805	Cytoplasmic
CAE80743.1	499480000	517450000	653840000	638480000	0	-0.97	Cytoplasmic
CAE80744.1	604340000	620560000	686600000	678500000	0	-0.47	Cytoplasmic
CAE80745.1	549850000	569100000	592430000	581770000	0	1.24	Cytoplasmic
CAE80746.1	547440000	561290000	626860000	6.64E+08	0	-0.117	Cytoplasmic
CAE80747.1	756660000	736040000	801930000	815790000	0	0.415	Cytoplasmic
CAE80748.1	9.62E+08	1078500000	1099700000	1166300000	0	0.774	Cytoplasmic
CAE80749.1	1211700000	1273200000	1261400000	1312700000	0	-0.226	Cytoplasmic
CAE80750.1	68654000	66137000	77741000	77206000	0	-1.41	Cytoplasmic
CAE80751.1	699020000	722200000	837280000	856950000	0	-0.028	Cytoplasmic
CAE80752.1	1311800000	1604400000	1.59E+09	1736300000	0	1.61	Cytoplasmic
CAE80753.1	316570000	318760000	351230000	365270000	1	3.89	Cytoplasmic
CAE80754.1	328490000	336420000	351010000	367550000	1	4.12	NA
CAE80755.1	1814300	1635200	4946900	4869900	0	4.95	NA
CAE80757.1	6956100000	7858500000	7940100000	7533200000	0	0.633	NA
CAE80758.1	439210000	440370000	476400000	475270000	0	0.39	Cytoplasmic
CAE80759.1	899310000	886960000	936760000	1007300000	0	0.777	Cytoplasmic
CAE80760.1	511270000	500500000	604720000	637760000	0	0.574	Cytoplasmic
CAE80761.1	245150000	256400000	245890000	258560000	0	-1.35	Cytoplasmic
CAE80762.1	63608000	66805000	66352000	64329000	0	3.13	Cytoplasmic Membrane
CAE80763.1	4046600000	4415500000	4606700000	4274700000	0	-1.34	Unknown
CAE80764.1	42351000	41405000	42337000	31494000	0	0.166	Cytoplasmic
CAE80765.1	37800000	36922000	40940000	40015000	0	-2.63	NA
CAE80767.1	226650000	244800000	267970000	293650000	0	2.95	Cytoplasmic Membrane
CAE80769.1	92967000	9.40E+07	112320000	100410000	0	5.28	Outer Membrane
CAE80770.1	11307000	12348000	14876000	15817000	0	0.00994	Cytoplasmic
CAE80771.1	6828500	7075000	8494700	5775100	0	-2.42	Cytoplasmic
CAE80772.1	3818700	3603500	3278700	3622000	0	-2.87	Cytoplasmic
CAE80773.1	8283500	8487900	9548300	10468000	0	-1.1	Cytoplasmic
CAE80776.1	8713700	5930200	8954400	7939400	0	-2.65	Cytoplasmic
CAE80777.1	1349300000	1387900000	1904800000	1872100000	0	-0.91	Unknown
CAE80779.1	4356600	4913300	4147300	4404000	0	-1.31	Unknown
CAE80780.1	10774000	9080700	10694000	11696000	NA	NA	NA
CAE80782.1	686940	817740	767420	404520	0	2.4	NA
CAE80783.1	3658800	4564800	4193800	3312900	0	4.45	Unknown
CAE80785.1	4726000	5701800	4095000	4880200	0	3.35	Cytoplasmic Membrane
CAE80786.1	8293200	7654800	9569700	9898000	0	6.99	NA
CAE80787.1	3121700	2724900	3702000	3005800	0	NA	NA
CAE80788.1	36865000	37130000	41636000	41810000	0	2.63	Unknown
CAE80789.1	18852000	23034000	22419000	20843000	0	2.77	NA
CAE80791.1	4030000	4096600	4564300	5295700	0	0.0736	Unknown
CAE80792.1	668200	669690	430580	537810	1	-1.05	Unknown
CAE80793.1	1033300	962650	1090800	1091900	0	5.06	Unknown
CAE80794.1	350420	372460	584120	587200	NA	NA	Unknown
CAE80795.1	347620	366580	432230	398790	0	1.93	Outer Membrane
CAE80796.1	294140	587970	226930	276460	0	1.64	NA
CAE80798.1	3326900	4217500	4778700	3920100	0	-2.03	Unknown
CAE80799.1	21229000	22677000	22304000	25582000	0	0.0323	Outer Membrane
CAE80801.1	89748000	94254000	92274000	104720000	0	-1.21	Cytoplasmic
CAE80802.1	74458000	69715000	62723000	75420000	1	-1.15	Cytoplasmic
CAE80803.1	9071100	8741200	8551000	9229900	0	0.842	NA
CAE80804.1	36748000	40117000	38097000	34755000	0	8.45	Cytoplasmic
CAE80805.1	25935000	27707000	31611000	33543000	0	-1.6	Cytoplasmic
CAE80806.1	9330500	7529700	9028100	9517800	0	-1.6	Cytoplasmic
CAE80807.1	4195100	3635700	3106000	4282500	0	0.999	Unknown
CAE80809.1	20163000	21217000	26674000	29868000	0	6.07	Outer Membrane
CAE80810.1	15981000	7190000	5069600	5428000	0	-0.391	NA
CAE80812.1	345620	387880	411100	461600	0	2.77	Cytoplasmic
CAE80813.1	4321100	3865000	4637600	4602000	1	-1.85	Cytoplasmic
CAE80817.1	1.92E+09	2048700000	2111100000	2015900000	0	2.95	Periplasmic
CAE80819.1	59080000	60910000	53593000	75545000	0	6.17	Unknown
CAE80820.1	11786000	11319000	12498000	12631000	0	-3.34	Cytoplasmic
CAE80821.1	5322900	2440200	2470700	2187800	1	0.264	Cytoplasmic
CAE80822.1	2684100	2474100	0	1991800	NA	NA	Unknown
CAE80823.1	20727000	22075000	23967000	22604000	0	5.04	Cytoplasmic Membrane
CAE80824.1	56830000	55884000	76565000	82450000	0	5.55	NA
CAE80825.1	24624000	24484000	27588000	28102000	1	-1.88	Cytoplasmic
CAE80826.1	25321000	24087000	36281000	33568000	0	3.87	Unknown
CAE80827.1	NA	NA	NA	NA	0	3.78	NA
CAE80828.1	2047300	2262800	2366100	3225300	NA	NA	NA
CAE80831.1	8218200	7137600	9273500	10209000	0	-1.19	Cytoplasmic
CAE80832.1	1093100	1141700	2960400	2756300	0	3.25	NA
CAE80833.1	2044400	2074300	2542000	2632100	0	0.903	Cytoplasmic Membrane
CAE80834.1	13086000	14627000	12878000	14251000	0	-1.83	Unknown
CAE80835.1	99943000	109080000	118170000	119360000	0	0.989	Unknown
CAE80840.1	3007700	1872300	3310100	2481000	1	-0.944	Cytoplasmic
CAE80841.1	2999700	3869200	2760300	2556400	0	3.02	NA
CAE80844.1	115850000	120910000	117360000	116450000	0	2.73	Unknown
CAE80845.1	124780000	127150000	149570000	143310000	0	2.25	Cytoplasmic
CAE80846.1	188770000	197530000	210730000	212210000	0	2.1	Cytoplasmic
CAE80847.1	159860000	163590000	157960000	160370000	0	1.77	Unknown
CAE80848.1	146190000	146920000	156700000	154260000	0	2.86	Cytoplasmic
CAE80849.1	55159000	64422000	55304000	66047000	0	2.52	NA
CAE80851.1	14802000	15589000	15236000	12748000	0	-2.09	Unknown
CAE80854.1	184480000	224510000	221140000	244880000	0	3.02	Cytoplasmic Membrane
CAE80860.1	306820	331580	471510	476560	NA	NA	Cytoplasmic Membrane
CAE80862.1	42823000	41557000	43677000	45668000	0	-0.413	Cytoplasmic
CAE80863.1	125360000	117760000	129740000	130630000	1	-1.33	Unknown
CAE80864.1	47702000	43451000	62847000	65384000	0	-1.45	Unknown
CAE80866.1	464080	570880	2119800	456310	NA	NA	Cytoplasmic Membrane
CAE80867.1	16971000	16708000	19893000	22293000	0	0.573	Periplasmic
CAE80868.1	8861300	7630800	9197700	8420400	0	-1.99	NA
CAE80869.1	4396500	4406200	4071000	5117300	0	-1.78	Cytoplasmic
CAE80870.1	1181300	1089200	1410000	1364900	1	-0.753	Cytoplasmic
CAE80873.1	9520500	8359100	10257000	10719000	0	0.549	Cytoplasmic
CAE80876.1	16861000	14342000	18629000	20116000	0	0.21	Cytoplasmic
CAE80877.1	9987800	9604100	9184300	9212200	0	-1.37	Cytoplasmic
CAE80878.1	2845000	5117500	3766700	4296300	0	0.219	Unknown
CAE80879.1	28881000	30598000	31177000	35780000	0	-0.189	Unknown
CAE80880.1	39645000	40049000	56215000	57406000	0	5.62	NA
CAE80881.1	8662200	8157500	9309100	8891700	0	2.95	Cytoplasmic Membrane
CAE80882.1	3240700	3042400	3846700	4150300	0	3.29	Cytoplasmic Membrane
CAE80883.1	12253000	12450000	14126000	15379000	0	-0.87	Cytoplasmic
CAE80884.1	14655000	8470900	13894000	15075000	0	1.61	Cytoplasmic
CAE80885.1	4421500	4745000	5540800	5294600	0	2.04	Cytoplasmic Membrane
CAE80886.1	2868500	2383400	3412600	3267700	0	-1.18	NA
CAE80887.1	42298000	50129000	44693000	49016000	0	-1.32	Cytoplasmic
CAE80888.1	95808000	102240000	106630000	110540000	0	3.78	NA
CAE80889.1	29816000	34472000	40586000	38973000	0	-0.923	Cytoplasmic
CAE80890.1	9458300	11506000	9150500	8482000	1	-1.89	Unknown
CAE80891.1	4341500	3116600	5292000	5343200	0	0.444	NA
CAE80892.1	NA	NA	NA	NA	0	4.05	Unknown
CAE80896.1	31576000	32487000	27076000	33076000	0	2.2	Cytoplasmic Membrane
CAE80897.1	13637000	18071000	22417000	17029000	1	-0.384	Cytoplasmic
CAE80898.1	10566000	9838700	11731000	12686000	0	-0.608	Cytoplasmic
CAE80899.1	58754000	49331000	83919000	80835000	0	3.42	NA
CAE80900.1	666270	711010	687350	618080	NA	NA	Extracellular
CAE80901.1	5380500	5046700	6856000	7966400	0	4.19	NA
CAE80902.1	8691800	10631000	12444000	14275000	0	2.49	Unknown
CAE80903.1	57001000	57073000	84453000	85830000	0	3.96	Unknown
CAE80904.1	6862500	10859000	14293000	8889600	0	4.74	Unknown
CAE80905.1	190070000	173710000	172560000	184500000	0	-2	Cytoplasmic
CAE80906.1	33772000	36403000	40262000	43258000	0	0.187	Cytoplasmic Membrane
CAE80907.1	62507000	64520000	70910000	70106000	0	-0.877	Cytoplasmic
CAE80908.1	2637700	1377800	2882900	2651300	0	-0.554	Unknown
CAE80909.1	99958000	103900000	101370000	112970000	0	-0.75	Cytoplasmic
CAE80911.1	32964000	34353000	40250000	38952000	0	-0.129	Cytoplasmic
CAE80914.1	35243000	37708000	33161000	44557000	0	-1.2	Cytoplasmic
CAE80915.1	1520200	1490900	2439300	2167100	0	5.14	Unknown
CAE80916.1	31967000	37319000	26816000	37256000	0	-1.55	Unknown
CAE80917.1	7302000	7534500	7552600	7451200	0	-1.2	Cytoplasmic
CAE80918.1	3623300	3648500	4097800	4373800	0	-1.85	Cytoplasmic
CAE80922.1	37061000	46169000	46092000	46910000	0	2.31	Cytoplasmic Membrane
CAE80923.1	90706000	76633000	81673000	103060000	0	-0.0691	Cytoplasmic Membrane
CAE80924.1	2295400	2897000	6578100	5723500	0	2.61	Unknown
CAE80927.1	95009000	98834000	108140000	108880000	0	-1.58	Cytoplasmic
CAE80928.1	6079700	6408300	7523000	7541300	0	10	Cytoplasmic
CAE80931.1	22963000	23964000	25277000	23251000	0	-0.707	Unknown
CAE80934.1	92843000	95475000	93767000	103080000	0	-1.62	Cytoplasmic
CAE80935.1	21462000	23303000	21845000	24141000	0	-2.59	Cytoplasmic
CAE80936.1	163600000	155060000	209220000	216790000	0	2.44	NA
CAE80937.1	4977600	1482100	5509600	1544200	0	1.14	Unknown
CAE80938.1	23324000	25833000	31097000	30283000	0	1.17	Extracellular
CAE80939.1	260980000	265690000	331420000	335410000	0	0.652	Unknown
CAE80940.1	33362000	41307000	40343000	42528000	0	-1.2	Unknown
CAE80943.1	2895600	2930300	2393100	3549200	NA	NA	Cytoplasmic
CAE80947.1	4165400	4523500	4191200	1800000	0	3.18	NA
CAE80948.1	43884000	40876000	53322000	44772000	0	-0.206	Cytoplasmic
CAE80950.1	2877500	2951200	3200500	3213700	0	-2.42	Cytoplasmic
CAE80951.1	41254000	44736000	48058000	47358000	0	-1.21	Cytoplasmic
CAE80952.1	25868000	30935000	35184000	33784000	0	-0.478	Cytoplasmic Membrane
CAE80954.1	6249400	6123800	8508600	9635500	0	2.22	NA
CAE80955.1	170140000	188020000	192280000	185640000	0	-1.6	Cytoplasmic
CAE80958.1	2854900	2553200	3405900	4038800	0	9.02	Cytoplasmic
CAE80959.1	7603500	7553600	8539500	9069800	0	-1.54	Cytoplasmic
CAE80960.1	55455000	59277000	65265000	68025000	0	-0.583	Cytoplasmic
CAE80961.1	18489000	14719000	15798000	19937000	0	-2.84	Cytoplasmic
CAE80962.1	32543000	31349000	35805000	34370000	0	-0.896	Cytoplasmic
CAE80963.1	11998000	13019000	15897000	13369000	0	-1.51	NA
CAE80964.1	246090000	253450000	234750000	243020000	0	4.47	Unknown
CAE80965.1	22527000	19413000	24217000	24476000	0	-1.8	Cytoplasmic
CAE80966.1	12794000	17973000	13612000	14628000	0	-1.91	Cytoplasmic
CAE80967.1	243650	250650	254250	0	NA	NA	Unknown
CAE80969.1	8008700	8335100	9129500	8361700	0	5.32	Cytoplasmic
CAE80972.1	44415000	47150000	47309000	52007000	0	-2.71	Cytoplasmic
CAE80976.1	5096900	5374100	6206500	5186200	0	8.13	NA
CAE80977.1	2120900	2341900	2711700	2752500	0	6.56	NA
CAE80978.1	NA	NA	NA	NA	0	0.777	NA
CAE80980.1	13769000	14037000	15066000	14808000	0	-1.59	Cytoplasmic
CAE80981.1	26069000	25984000	26529000	30185000	0	1.3	Unknown
CAE80982.1	50020000	48934000	49879000	53030000	0	1.35	Cytoplasmic
CAE80983.1	2441700	2149600	2720700	2777100	0	0.55	Cytoplasmic
CAE80985.1	NA	NA	NA	NA	0	NA	NA
CAE80988.1	255080000	293880000	369980000	394810000	0	4.69	NA
CAE80992.1	768460	722300	979610	774460	0	-2.06	Cytoplasmic
CAE80993.1	89562000	89248000	99093000	99859000	0	-1.1	Cytoplasmic
CAE80994.1	541940000	529610000	576720000	619230000	0	-1.87	Periplasmic
CAE80996.1	6796600	7308000	9209000	6751500	0	2.5	Unknown
CAE80998.1	5321800	4072700	6295000	6251900	1	1.57	Cytoplasmic
CAE81007.1	NA	NA	NA	NA	0	1.5	NA
CAE81008.1	31318000	30385000	33393000	34047000	0	-2.3	Cytoplasmic
CAE81009.1	17820000	17115000	19429000	18913000	0	-3.79	Unknown
CAE81010.1	45311000	55756000	44356000	47035000	0	-3.24	Cytoplasmic
